GENE	Liver_Normal.Tissue: GSM176332	Liver_Normal.Tissue: GSM176333	Liver_Normal.Tissue: GSM176334	Liver_Normal.Tissue: GSM176335	Liver_Normal.Tissue: GSM279063	Liver_Normal.Tissue: GSM279064	Liver_Normal.Tissue: GSM279065
BAG6	1337.39	1309.86	1215.81	1272.63	1066.52	1131.95	1174.64
EFHD2	247.81	267.87	238.54	236.91	109.11	103.75	133.26
TTPAL	417.37	517.67	524.94	501.05	1250.68	1343.33	1193.02
BRCC3	33.37	24.84	36.35	30.71	33.05	33.27	39.91
FSD1	74.46	95.94	89.10	65.37	96.68	83.76	99.99
TMEM43	282.62	267.00	247.35	281.99	287.98	294.56	293.07
GPANK1	210.30	343.48	151.41	268.37	241.87	252.60	221.95
IRX3	86.64	105.32	88.94	94.00	169.92	183.28	163.65
IRX1	19.65	16.52	14.14	19.49	16.57	16.30	15.81
DDX39B	3861.65	3390.07	3167.00	2822.78	2306.52	2579.01	2235.99
ABHD16A	493.98	375.43	425.73	415.07	314.32	295.80	332.11
THOC6	91.25	59.15	77.60	90.72	53.93	61.73	58.85
SLC39A7	82.41	62.38	80.57	75.54	146.86	150.16	163.09
ZNF557	28.06	30.47	23.01	39.09	31.72	36.06	36.93
HSD17B8	996.83	1363.78	862.63	1131.17	552.30	540.44	572.13
MMEL1	137.03	120.67	88.22	145.48	145.66	127.08	127.12
DCAF10	127.38	144.26	130.34	140.12	163.32	181.66	186.44
OR2H2	27.21	22.35	30.26	25.55	22.75	21.60	20.22
OR51B4	40.58	48.56	72.48	78.69	43.21	34.69	36.25
OR51B2	47.02	74.80	70.70	124.28	57.03	76.59	63.77
RSG1	89.54	103.15	58.39	95.21	104.15	107.33	138.12
ZXDC	188.93	184.38	185.98	169.95	234.15	221.55	216.89
BHLHE41	36.87	41.69	39.73	34.71	31.66	31.38	33.38
HMGN5	28.60	27.34	33.21	31.05	49.92	42.84	47.85
FCRL2	31.66	29.85	29.45	28.95	29.09	24.80	27.97
B3GNT4	131.84	188.13	119.69	144.86	94.95	160.69	166.32
NELFE	335.04	503.62	465.71	621.50	349.29	372.76	409.01
BCL2L14	29.18	36.97	34.06	37.61	27.86	30.37	29.79
CALB1	17.33	18.32	16.88	15.60	13.87	25.77	16.86
NOX5	41.94	38.73	46.38	49.57	52.98	45.36	44.59
LST1	174.45	114.87	204.93	170.84	94.86	104.50	94.31
GLB1L	159.48	145.34	128.58	188.93	138.52	151.33	148.36
KREMEN2	102.77	120.95	89.36	144.65	75.45	92.95	108.53
ZBED2	27.66	22.26	32.55	29.40	24.65	24.56	24.31
LRFN3	35.22	25.63	38.70	50.65	31.88	32.14	31.14
C17orf62	405.17	222.40	183.19	209.44	294.23	283.07	340.85
PLA2G7	47.39	18.77	21.30	66.51	15.20	12.35	13.46
TFEB	178.23	174.41	161.87	237.34	221.51	218.90	264.99
HAUS3	72.59	84.18	94.76	51.99	104.19	126.39	117.16
LRRC2	34.92	53.17	38.11	36.02	143.15	65.81	78.58
FYCO1	274.22	255.98	274.74	272.63	271.89	253.00	289.92
BIRC7	100.54	117.92	189.40	186.17	117.46	75.90	86.93
WDR25	49.00	46.14	43.73	41.69	55.40	73.09	65.26
PAGR1	313.52	252.48	265.49	222.46	290.00	329.61	289.60
ULBP3	23.25	20.75	19.68	20.31	19.34	23.45	17.69
CALB2	30.93	31.97	35.25	27.50	21.91	28.65	27.58
FAM65A	382.65	367.04	378.12	390.70	325.77	338.33	342.18
C2orf47	829.90	1076.25	1058.42	1144.66	660.13	804.97	690.84
NKAIN1	94.38	63.88	70.96	66.17	44.13	69.86	50.35
GCC1	116.94	113.38	101.93	127.84	137.49	106.67	91.88
ATP13A3	414.12	500.32	729.72	639.59	408.47	410.49	381.09
TTC13	138.72	73.53	62.61	83.92	153.14	154.03	164.29
EPS8L3	58.31	70.53	71.94	71.05	59.93	57.82	51.65
ABHD8	99.77	82.17	111.80	102.63	95.66	125.52	123.87
NKAP	79.12	87.66	97.22	74.72	125.04	113.11	120.36
CDC73	172.74	97.86	158.28	129.25	208.64	169.62	162.10
EPM2A	54.10	80.22	66.32	64.87	74.52	88.22	76.59
SLC52A2	131.64	97.07	95.62	186.68	57.80	80.72	86.18
SPAG16	46.11	49.40	44.53	51.76	47.38	43.70	43.76
TMEM231	40.79	39.30	39.80	40.37	41.51	40.88	44.61
CORO7	109.69	82.41	61.17	58.24	49.73	49.83	34.32
CHPF	456.76	305.39	418.33	437.85	298.38	293.74	337.84
CARS2	593.83	719.08	598.04	617.54	517.46	627.16	737.35
RNF128	2395.15	3135.33	2153.40	1708.36	2745.40	2614.46	2722.28
MRPL24	1892.79	2173.19	1933.10	2156.69	1625.09	1648.23	1746.56
C10orf76	78.14	77.69	76.75	82.23	94.57	100.86	98.93
MUL1	441.88	431.29	407.94	437.70	539.99	601.53	613.58
SAP130	213.22	101.26	161.55	128.30	194.87	236.86	223.90
RNF219	97.11	54.11	82.66	81.52	93.37	96.96	81.78
S100G	21.47	25.69	25.19	35.43	23.75	22.31	25.10
TCTN1	360.59	359.81	289.20	281.44	318.58	373.92	326.90
ADIPOR2	1487.01	1530.73	2407.80	1612.85	1577.15	1580.54	1552.74
CERS4	170.76	215.12	125.73	232.94	168.08	170.25	179.69
PGBD5	85.11	75.15	62.11	116.25	151.88	131.46	164.50
FAM118B	39.46	47.14	44.22	51.85	49.55	56.54	50.46
RIC3	42.16	38.47	45.42	34.69	35.78	40.76	42.80
VCPKMT	99.00	92.12	73.67	121.01	223.32	216.62	209.60
ACSS3	141.17	178.95	245.15	149.74	253.35	301.94	288.53
NAA16	60.20	71.95	90.94	67.96	150.89	148.22	143.19
TANGO6	149.27	265.93	174.54	156.66	194.39	276.09	222.00
C5orf23	141.47	164.78	187.10	210.90	155.12	155.34	148.12
CCNJL	66.72	71.83	62.72	51.68	44.52	60.22	55.65
HMBOX1	851.46	705.99	1051.84	581.53	716.29	760.39	796.43
RNASEH2B	24.55	21.83	24.64	26.40	24.18	24.09	22.76
SNRNP25	421.80	456.29	439.80	419.87	369.57	361.46	389.34
GALNT14	67.88	57.90	54.23	59.35	58.62	59.37	59.60
ARMT1	186.44	331.71	351.19	200.03	535.22	498.48	474.35
NDNF	51.07	51.47	58.15	57.09	40.12	38.09	41.22
TNFAIP8L2	103.26	90.18	74.59	101.30	66.46	62.72	56.85
OGFRL1	139.98	175.33	98.64	159.09	118.12	125.61	97.09
SH3TC2	21.01	22.20	22.86	20.86	23.92	21.21	22.32
OCEL1	764.67	861.20	669.20	976.38	693.14	746.66	655.11
C1orf54	248.47	205.87	441.26	340.05	200.44	188.55	164.05
EFTUD1	189.45	148.51	174.28	175.06	129.25	175.80	125.79
FAM184A	162.85	194.44	337.05	178.90	297.31	304.35	310.38
SCRN3	40.44	31.51	35.14	30.59	39.55	39.72	34.73
CCDC121	59.98	61.89	55.60	64.99	58.10	60.03	62.30
ARMC7	205.44	233.84	245.72	218.23	214.91	192.35	214.69
TMEM53	440.99	390.59	346.50	385.29	420.13	454.24	407.94
ROGDI	319.33	300.31	223.09	203.28	214.26	279.58	263.22
ARSJ	30.31	31.20	30.52	25.86	36.97	30.33	31.47
CHMP6	215.28	240.85	255.31	311.80	198.39	149.59	195.08
SRD5A3	100.38	113.77	92.29	111.60	63.72	65.45	64.70
EFCAB1	30.66	36.62	35.31	33.38	42.51	41.78	50.96
PANK3	265.93	398.38	360.81	196.94	229.40	267.22	205.19
AKIRIN1	133.44	66.36	166.48	164.01	222.06	255.86	173.60
MCPH1	51.27	42.96	49.32	37.83	44.31	42.88	46.65
MAP7D3	68.45	56.89	65.56	60.21	109.02	117.26	90.90
USB1	168.41	149.49	217.28	170.00	157.24	171.22	190.35
RHBDF2	183.88	161.36	118.12	134.47	144.30	165.55	158.05
TMEM204	458.63	268.30	288.69	335.34	565.98	648.16	658.66
HECTD3	623.13	594.07	555.98	550.77	499.59	598.04	602.08
BEND5	23.18	31.22	23.31	23.72	24.23	20.40	25.46
RPAP3	33.21	46.69	50.95	42.46	43.95	38.77	38.08
ARHGAP10	401.43	606.85	249.14	188.42	512.46	498.28	574.71
DYNC2H1	18.98	24.24	25.93	20.20	23.37	20.74	20.39
AIMP2	624.73	741.04	849.99	1169.28	666.15	637.07	634.03
PPP1R3B	681.94	792.63	950.74	685.78	1143.78	1082.39	1168.38
NEIL1	268.23	314.58	257.49	223.85	302.10	272.35	364.78
HSPBAP1	77.13	93.58	141.92	98.51	199.54	164.65	172.40
ICE2	53.38	54.30	70.00	47.01	63.88	60.97	55.37
DHX40	101.84	121.27	112.12	146.86	160.61	138.42	134.02
PLEKHF2	56.40	82.25	129.31	103.58	115.33	110.82	101.58
KLF3-AS1	26.33	62.52	22.19	30.89	43.32	46.65	38.07
PARP8	164.78	115.60	143.74	73.87	216.45	199.08	169.04
C3orf52	38.91	29.18	43.75	27.78	33.00	30.19	28.10
ZCCHC6	442.46	671.67	475.33	440.68	409.81	468.69	422.21
NLRX1	249.66	325.68	224.43	273.54	259.29	236.62	248.41
FN3KRP	362.37	597.54	385.29	494.66	406.64	423.61	418.77
ZNF329	60.41	74.63	35.43	56.58	200.39	197.49	197.54
VEPH1	31.09	31.52	31.24	29.90	30.68	27.47	33.34
FASTKD1	836.84	493.98	1295.33	1469.69	767.75	815.48	796.87
OGFOD2	256.94	310.38	224.19	233.49	180.72	201.65	204.15
SMC6	96.31	109.14	189.45	103.79	173.60	163.17	152.40
VTCN1	22.71	34.03	36.51	34.28	27.32	30.07	25.43
C22orf29	290.24	237.96	268.73	235.62	219.06	188.98	192.11
CENPU	50.85	42.64	42.80	38.50	30.37	32.32	34.23
ZDHHC14	412.63	549.70	374.39	345.78	741.04	655.39	781.82
MSANTD2	156.36	116.19	142.64	72.41	392.08	385.05	303.83
SAP30L	107.14	126.47	91.90	93.05	100.70	98.55	111.34
STEAP4	180.98	59.67	49.22	130.86	151.33	199.33	146.05
GAL3ST4	84.31	107.55	85.18	77.77	116.55	75.20	112.51
QTRTD1	58.27	49.64	48.40	43.19	118.90	92.17	84.75
YRDC	198.24	229.35	200.44	276.92	174.93	249.00	200.53
MANEA	27.62	26.13	28.16	25.70	42.26	43.19	36.81
GALNT12	30.64	29.24	34.87	30.53	21.42	22.08	25.92
ZC2HC1C	53.32	44.72	44.31	51.24	106.20	126.54	102.03
C14orf169	213.87	120.58	213.55	253.07	377.18	329.49	288.77
ZMAT4	99.13	116.03	103.22	107.16	95.76	62.48	75.57
ZYG11B	570.78	470.84	600.03	503.06	1022.16	937.26	884.86
CALCA	30.09	33.14	32.96	34.47	29.11	30.20	27.35
OGFOD3	162.97	197.18	138.52	134.60	150.79	133.09	132.03
C11orf80	86.86	62.31	64.99	98.91	44.47	43.24	46.37
LRRK1	69.88	72.31	63.55	53.55	37.74	41.95	45.49
PRKRIP1	356.66	252.93	308.79	300.56	307.83	293.07	291.45
NOL9	315.30	337.05	223.62	180.18	360.59	349.42	350.24
COLGALT1	138.95	127.90	160.41	147.36	114.55	124.72	137.60
MORC4	91.77	74.95	116.14	226.74	191.12	181.71	160.53
IPO4	155.42	206.60	189.78	230.29	99.50	95.85	98.13
GTDC1	82.33	82.28	95.25	81.92	66.00	64.62	66.68
IGFLR1	365.70	396.59	431.73	394.83	467.20	439.65	470.84
CCDC51	301.00	323.61	305.64	359.59	288.37	286.78	301.33
NPEPL1	250.19	269.68	255.57	246.95	161.47	181.80	208.86
PPCS	693.47	661.91	711.44	901.64	490.06	487.04	413.72
TBL1XR1	198.89	243.40	167.06	160.14	270.78	205.81	224.71
AAGAB	230.22	163.32	177.97	197.88	158.16	140.32	133.00
VPS37B	95.38	74.33	70.12	88.30	85.17	91.53	123.06
ANKRD55	44.79	53.13	56.64	52.72	39.25	38.14	38.19
SUV39H2	29.60	37.89	31.30	43.70	35.39	35.01	37.37
ZNF768	257.16	290.96	238.72	342.49	91.04	83.78	131.14
THAP9	25.31	26.21	27.21	25.10	26.08	27.12	24.26
WDR59	318.86	508.32	560.82	367.27	275.56	309.42	262.58
LIN28A	18.05	19.68	19.61	20.48	24.00	21.26	23.35
PALB2	60.58	107.51	120.24	94.19	208.17	204.27	234.27
SH3D21	166.53	110.48	196.35	141.20	121.30	118.46	109.46
NSUN7	20.62	21.88	18.89	21.34	17.83	17.50	17.83
NARS2	196.05	290.56	369.67	245.47	337.14	347.75	328.92
E2F8	21.16	19.18	25.47	27.20	14.13	22.12	14.86
KCTD17	235.13	165.55	167.71	204.56	140.72	133.82	80.71
TBC1D17	359.26	343.29	334.46	294.97	247.81	283.48	272.93
TEFM	249.00	216.12	217.22	170.33	257.42	224.30	194.73
BBS10	92.87	119.49	78.21	61.70	227.92	213.49	224.08
TTLL7	35.65	56.31	46.68	44.43	49.90	71.71	50.00
ZBBX	13.42	15.92	13.97	14.69	14.19	16.21	12.49
CCDC7	65.11	86.07	72.31	56.56	65.91	50.83	47.19
CXorf36	59.67	53.37	53.82	50.43	50.77	49.46	39.86
ZNF419	234.27	316.86	283.56	205.56	272.35	318.22	299.31
CLIP4	67.63	54.49	61.65	51.03	101.58	108.46	118.01
ECHDC3	2699.92	2022.47	2630.10	2645.82	2469.84	2429.59	2609.58
ADGB	13.14	13.93	13.91	14.81	14.77	14.46	16.25
LMAN1L	99.18	111.11	129.03	116.36	116.71	162.22	155.72
ZNF385D	25.92	28.98	32.30	35.49	35.13	36.81	29.86
SLC25A22	196.60	158.16	181.52	236.62	131.36	139.85	113.06
ZFAND1	151.51	239.40	159.55	255.10	226.11	222.81	189.97
SNIP1	46.19	47.38	69.26	42.75	64.04	67.84	78.85
ASB13	744.74	800.30	580.80	847.64	1765.43	1752.87	1712.40
ZNF750	12.48	11.87	14.48	12.53	11.10	10.99	10.77
DHRS12	131.55	184.11	99.04	125.17	98.64	119.65	104.68
ZNF668	54.35	51.96	49.59	55.23	53.60	50.28	56.21
MAFK	120.10	148.08	124.52	136.28	144.13	122.45	140.35
GEMIN7	281.91	223.03	246.56	263.93	170.08	184.00	204.41
C1orf115	1415.99	1466.84	1372.41	1325.85	2143.57	1895.29	1895.29
ISOC2	1205.24	861.67	921.35	1137.07	346.91	391.56	381.57
ELMO3	51.72	89.50	46.87	81.94	51.69	55.52	58.34
KATNBL1	87.91	79.65	106.20	107.93	213.10	210.84	190.73
FZD3	20.77	22.64	25.03	27.14	17.59	16.33	14.70
TXNDC15	349.10	293.15	359.39	400.65	452.98	384.09	455.66
GRTP1	715.60	896.90	820.86	705.30	1281.13	1304.25	1393.79
ZFHX4	53.80	86.35	64.33	53.80	78.73	80.66	71.65
ACBD4	1358.88	860.18	976.99	979.50	485.66	528.11	602.79
MICALL2	547.80	428.43	373.22	402.71	391.56	445.91	479.27
CCDC82	118.04	107.75	194.00	102.05	283.72	303.66	274.51
IQCA1	24.65	27.66	24.34	24.79	31.04	34.19	29.57
LRRC31	25.26	23.05	27.65	30.93	22.76	22.66	19.09
SUGCT	277.15	307.75	150.79	300.91	211.16	243.86	217.11
MYH14	151.37	145.20	144.47	162.85	86.79	85.60	111.57
RERGL	13.82	18.30	16.79	15.09	45.15	47.83	36.14
KLHL36	140.12	57.12	144.09	116.91	98.44	97.11	78.98
ZNF665	26.75	24.13	26.87	34.08	23.58	28.92	26.74
CLMN	257.57	422.09	154.33	403.10	239.59	259.56	267.58
MTERF1	71.10	57.66	54.63	58.86	75.76	66.09	81.06
FBXO31	465.07	422.79	464.75	423.91	541.68	819.50	491.11
GSDMD	584.15	570.55	311.29	417.66	304.77	372.99	403.49
C12orf49	157.08	213.22	135.57	145.62	122.16	141.06	123.75
ALG9	114.57	112.56	115.68	155.30	276.53	199.23	199.23
ZNF408	454.87	386.63	410.89	502.51	561.48	517.67	633.46
ARMC5	345.56	405.71	394.94	385.66	228.22	183.60	222.18
UGT2A3	93.43	31.09	33.76	14.23	398.63	269.03	238.54
SHFM1	387.24	496.14	444.86	463.30	137.46	148.44	187.38
CALCB	21.67	21.16	19.21	18.29	18.56	13.72	12.01
CARF	15.31	19.03	19.66	15.95	20.13	17.35	17.02
SHCBP1	25.12	25.44	20.03	23.76	21.84	17.65	21.44
HHIPL2	53.75	47.44	63.67	59.91	62.34	62.76	58.35
HPS6	288.45	290.00	252.74	215.79	178.54	164.26	248.21
HAND2-AS1	26.41	19.16	20.38	31.31	105.06	104.81	101.89
VASH2	19.68	19.83	29.20	29.54	25.26	25.65	22.46
GSTCD	48.47	48.71	58.45	56.93	57.71	51.49	52.59
TFPI2	145.91	263.85	999.46	71.98	51.94	39.62	43.06
PTCD2	122.22	122.97	74.30	159.01	126.36	112.28	90.48
SLTM	555.56	892.12	629.08	420.98	911.94	900.07	892.12
MMRN2	33.47	39.13	42.52	54.18	35.20	39.20	40.82
EHMT1	137.46	176.66	190.78	136.01	113.40	102.37	85.69
AGMAT	352.16	715.60	316.86	594.07	520.19	457.52	469.51
NIPAL2	132.87	173.38	181.89	126.45	89.06	103.77	98.91
TLE6	39.50	30.61	36.37	40.92	32.77	32.66	33.05
MOB3B	79.09	72.53	73.05	74.23	98.89	87.19	94.17
ZNF552	62.58	80.20	75.66	83.30	119.26	130.93	109.16
WDR78	18.94	17.70	17.58	17.79	19.07	19.74	17.63
CATSPERB	15.30	22.74	15.60	16.10	16.24	19.03	19.38
ARHGAP28	28.72	28.86	28.89	29.75	27.89	24.08	22.90
CAMKMT	73.28	74.46	77.71	94.02	91.90	60.23	76.46
EFCC1	66.68	76.05	65.63	61.18	75.65	73.16	74.83
CLMP	43.19	33.62	34.59	42.92	41.57	41.19	39.59
METTL8	111.34	69.23	76.25	98.55	143.08	131.55	114.52
NAA40	250.33	177.63	229.52	189.26	85.86	104.03	98.89
ST7	198.83	241.99	299.73	243.28	269.68	229.22	224.77
ZMYM1	26.92	26.18	30.54	34.38	51.55	54.46	50.52
KDM8	520.77	324.64	712.48	694.77	206.44	247.02	226.46
QSER1	164.70	151.73	157.54	126.90	240.60	191.21	220.42
GEMIN6	158.86	250.92	400.93	282.30	218.46	203.69	241.17
PEAK1	200.99	131.43	188.69	147.57	182.96	188.93	194.00
LONRF3	73.12	106.54	88.57	84.62	161.12	142.47	121.99
PIP4K2C	381.67	367.73	266.08	359.81	304.35	343.48	315.48
TMC5	26.64	25.18	27.07	24.74	24.39	24.45	22.51
CCDC102B	14.17	15.89	12.58	12.49	16.30	16.27	16.51
NHEJ1	186.96	220.48	274.43	219.41	190.88	189.22	173.85
AGBL2	69.18	38.14	58.51	34.19	196.84	222.35	197.43
ZBTB3	100.70	100.04	106.23	102.21	149.96	167.01	166.48
FAM124B	30.91	37.19	40.72	38.71	39.51	41.26	42.12
ZDHHC11	226.29	383.61	251.58	310.38	135.34	145.62	159.35
RNF122	141.64	161.00	164.97	153.17	115.54	108.68	96.46
CFAP69	77.33	80.74	74.58	72.10	92.58	102.59	83.14
TMEM180	110.98	84.53	115.00	134.18	64.99	84.99	100.11
CSPP1	94.86	96.03	91.84	85.91	167.59	145.07	171.80
PDZD3	114.28	95.08	94.62	69.55	67.25	78.53	80.03
ARHGEF5	314.95	399.51	374.96	324.08	439.04	359.06	419.03
FAM57A	71.32	71.79	93.05	137.06	110.67	76.18	66.03
EPHX3	57.72	56.79	52.76	46.51	38.54	43.30	36.28
TM4SF20	21.96	19.19	21.28	21.08	21.50	20.16	24.17
SNX22	97.13	88.33	95.74	84.40	79.24	82.21	92.29
FLJ13224	21.45	19.68	21.08	19.34	19.28	21.01	24.57
NEK11	95.04	90.66	75.19	88.81	78.77	65.28	65.52
TUBAL3	19.16	21.84	21.61	21.13	18.21	19.06	16.97
ZNF669	71.82	119.83	91.57	106.23	100.47	80.48	105.18
RBFA	298.71	313.41	232.10	319.59	325.95	293.56	331.92
C11orf63	30.27	36.20	29.22	34.41	31.29	34.67	33.26
TREML2	132.06	124.43	114.76	99.36	141.61	131.93	164.10
BORA	63.02	34.90	59.10	33.86	57.08	52.79	49.35
TCTN2	54.19	84.21	80.88	78.58	84.88	68.02	105.62
ALG13	162.69	147.22	135.08	116.66	201.65	200.74	229.05
CPSF7	939.01	827.15	712.13	911.94	1121.10	1137.07	1075.51
BAALC	31.95	29.31	31.19	32.72	20.63	21.04	19.89
RPAP2	153.62	155.34	194.97	142.43	197.73	208.38	147.79
CBLL1	16.97	17.51	18.95	18.00	33.85	28.77	29.65
NUDT18	69.81	84.31	69.31	68.72	67.61	51.37	68.22
RABEP2	200.13	189.55	183.74	140.42	181.84	205.50	207.02
THSD4	128.67	214.69	135.34	115.71	183.83	168.32	163.25
UBA5	240.48	185.75	384.22	293.39	319.33	308.97	300.91
DCAKD	66.54	77.77	82.33	83.41	69.55	69.93	68.11
CCDC134	104.65	94.93	66.49	84.45	57.13	56.56	68.05
ZC3H14	512.85	492.17	522.76	466.39	925.31	732.25	724.33
PODNL1	62.87	82.78	44.95	58.74	70.52	58.43	65.39
MAP9	38.22	40.38	40.49	39.63	36.45	37.50	39.33
HDAC11	192.40	184.69	160.45	163.65	130.64	153.96	134.35
CAAP1	141.03	138.85	236.24	151.92	294.15	312.52	287.34
PLBD1	109.36	109.04	90.46	122.71	158.97	171.43	167.50
LPCAT1	298.63	125.34	134.28	150.38	158.35	125.11	120.70
ZNF212	282.22	347.12	271.08	202.15	224.54	206.23	266.58
RIN3	277.07	184.84	194.73	165.42	201.15	194.35	204.52
ZNF671	195.21	251.93	218.56	184.38	145.73	208.70	181.26
MCMBP	126.72	184.29	152.10	195.27	246.37	278.59	258.87
GGNBP2	578.43	499.59	513.99	688.30	901.64	765.04	801.58
ZNF672	120.28	113.09	123.00	121.07	113.14	113.69	119.04
ATP8B4	18.32	16.69	19.26	16.24	35.69	40.87	34.97
THNSL1	68.38	103.39	84.72	69.31	100.79	111.49	95.79
RPP21	372.42	396.84	431.29	476.85	531.38	451.88	630.70
PRR5L	40.93	37.72	42.93	40.03	37.35	43.65	35.31
CYBRD1	71.02	71.58	51.66	45.05	121.64	129.47	115.25
NUP85	226.52	283.56	172.15	181.71	228.46	245.21	200.09
NAA60	1189.38	939.01	812.37	942.53	1337.39	1388.78	1604.27
TMC7	36.67	30.26	30.56	43.60	26.71	25.20	31.13
MORN1	239.79	307.64	333.86	245.86	195.66	156.13	213.32
BTNL8	91.10	106.13	101.35	73.19	92.15	81.36	90.18
ACTR5	71.50	96.57	103.82	82.26	97.90	107.25	94.55
ATAD5	65.10	102.87	60.65	66.13	64.26	76.00	61.98
MAGIX	49.42	45.57	41.41	62.06	44.37	61.76	67.09
SETD6	75.15	118.62	123.20	119.45	192.07	190.30	185.10
C2orf54	46.91	40.47	54.68	32.60	41.76	46.03	30.81
TUSC3	52.80	50.43	53.12	70.44	88.59	98.89	89.24
TCEAL4	881.73	1100.16	1218.68	1264.19	1363.78	1377.37	1256.85
MRM1	98.64	95.79	101.60	117.56	79.29	111.45	72.12
ADM2	224.83	253.81	191.30	199.69	230.90	170.28	207.33
SPEF2	26.78	31.19	28.14	28.07	31.40	31.75	29.26
FAM110D	79.07	104.08	74.34	83.01	46.88	53.01	49.47
MAP6D1	89.56	182.59	157.73	112.74	75.87	88.43	93.64
DOK3	43.91	69.57	47.52	61.37	49.27	50.35	58.36
TNIP3	16.68	17.25	16.02	14.78	18.34	18.60	16.68
KIAA0319L	506.81	394.45	399.02	453.29	371.26	394.94	393.19
SYNPO2L	13.49	13.15	13.49	15.02	23.95	21.60	21.54
ADCK4	285.11	346.91	231.60	292.83	156.43	181.17	206.29
CNTD2	170.88	253.88	270.05	320.24	321.37	391.45	443.07
SLC35E1	193.85	241.67	128.54	275.71	301.41	319.42	291.69
UBXN8	259.70	285.19	327.76	361.91	192.11	281.99	257.28
ZNF696	79.18	88.92	63.70	97.80	73.46	66.17	58.25
L2HGDH	90.26	108.99	96.59	107.70	104.10	101.98	103.39
C10orf95	71.88	78.85	62.93	50.83	52.09	52.09	37.26
DHDDS	134.66	152.47	153.47	182.38	147.19	156.24	181.84
LPPR3	90.08	92.85	89.50	127.08	67.08	60.28	69.49
PLEKHS1	11.84	9.89	13.09	12.97	14.29	12.97	12.28
KAT6A	616.48	603.33	501.43	536.04	732.96	834.06	798.58
SYNDIG1	26.76	32.62	32.03	25.01	35.68	42.07	34.12
NOL10	221.32	238.10	214.58	246.70	233.97	251.79	262.80
PDZD7	96.05	81.44	115.09	90.08	99.23	91.21	70.79
ERMP1	166.24	114.28	169.12	170.54	129.01	137.26	126.93
PAQR6	266.35	137.53	114.65	154.89	52.04	87.14	73.83
DENND1C	298.46	190.68	181.80	172.91	143.12	161.04	208.28
CEP76	45.18	49.63	67.65	44.64	62.26	72.61	60.29
JADE1	215.90	184.52	148.05	227.28	202.36	205.03	186.26
DENND2D	413.03	193.03	169.74	303.05	211.81	249.14	230.94
DNAJC22	950.74	937.84	543.98	742.89	981.40	1032.62	962.81
SCD5	56.45	53.14	52.59	44.95	50.08	54.67	34.93
WDR76	24.34	24.45	27.23	21.91	19.87	17.79	24.65
ATAT1	122.85	163.29	137.26	89.30	98.80	88.18	92.37
ZNF767P	214.36	183.33	184.32	123.96	226.40	240.73	259.92
WLS	42.79	52.87	56.79	74.16	57.02	59.47	58.31
ZNF442	16.23	14.79	18.60	17.20	17.86	16.47	18.64
CPED1	186.21	226.87	227.21	211.22	288.29	332.71	245.66
GRHL2	80.71	119.77	51.56	74.77	48.28	51.15	54.43
TRMT2B	116.63	110.85	159.82	114.47	168.91	160.45	168.86
DSN1	40.61	35.08	27.01	42.98	44.64	38.49	38.40
FRMD1	88.47	74.07	68.99	75.36	81.69	82.80	79.24
DNAJB14	341.47	185.71	291.45	253.69	426.03	353.21	327.87
POF1B	23.10	25.26	27.43	26.03	21.46	24.85	22.65
SVEP1	52.37	53.29	51.13	56.97	57.68	55.81	55.60
TTC26	37.03	42.82	41.56	36.93	38.21	37.91	28.37
PLEKHH3	87.56	121.53	107.93	101.91	79.11	92.23	92.07
OBFC1	60.66	120.24	71.71	113.17	123.73	126.20	128.27
AGPAT4-IT1	74.90	65.48	60.95	68.06	66.03	71.13	87.44
ELOVL7	24.99	26.07	33.66	25.80	49.31	42.15	50.17
ANKRD53	117.68	96.44	65.37	65.31	89.62	76.04	81.67
CALCR	25.46	27.44	23.99	24.40	24.77	26.13	24.37
GREB1L	195.90	253.35	162.41	197.64	191.01	163.48	182.70
PCNXL2	44.96	46.16	40.31	40.02	54.72	61.59	52.14
ESRP2	834.98	870.56	646.41	646.99	1414.72	1352.86	1350.52
DOCK5	39.89	39.59	53.13	51.26	62.79	53.97	68.50
TRAPPC13	19.73	22.40	20.79	22.52	41.07	38.45	31.61
C10orf88	57.48	42.59	67.84	51.32	60.85	75.09	77.83
TMEM156	15.32	14.80	17.18	16.54	18.20	15.54	16.84
PSCA	27.28	31.01	47.44	47.40	27.09	21.34	30.24
RMI1	100.06	102.68	159.59	93.56	227.99	209.88	215.61
FAM192A	339.84	295.54	349.20	307.04	278.20	361.79	323.32
PHC3	40.24	48.61	55.63	38.70	55.83	51.35	49.16
FAM188A	121.47	149.74	194.09	165.02	182.24	178.19	175.62
WWC2	232.15	298.38	293.64	258.03	597.79	534.22	438.31
C14orf159	811.02	620.16	923.65	615.71	607.10	723.98	687.68
NAA25	239.47	200.03	232.70	226.69	217.40	262.21	214.26
UBTD1	80.33	87.87	80.66	96.46	87.58	118.76	102.12
GLRA3	14.07	13.28	12.95	13.06	13.96	13.26	13.17
FOXRED2	92.23	106.77	96.76	76.00	58.24	63.76	64.67
TMEM62	63.62	65.02	67.21	76.59	63.18	68.63	70.02
MYO15B	195.71	164.94	134.02	159.94	200.95	234.15	259.36
NRSN2	125.34	157.73	119.63	133.44	83.06	104.22	72.22
SLC8B1	119.99	158.35	171.14	150.75	144.37	124.75	148.29
PANK2	274.58	300.47	410.49	441.42	499.38	488.80	533.41
